ATL,2021-09-01,12:52 AM,73ʡF,70ʡF,90ʡ%,WSW,15ʡmph,21ʡmph,28.61ʡin,0.0ʡin,Light Rain
ATL,2021-09-01,1:52 AM,72ʡF,69ʡF,91ʡ%,WSW,12ʡmph,21ʡmph,28.62ʡin,0.0ʡin,Light Drizzle
ATL,2021-09-01,2:52 AM,72ʡF,69ʡF,91ʡ%,W,14ʡmph,21ʡmph,28.63ʡin,0.0ʡin,Cloudy
ATL,2021-09-01,3:52 AM,72ʡF,69ʡF,91ʡ%,W,12ʡmph,21ʡmph,28.62ʡin,0.0ʡin,Light Drizzle
ATL,2021-09-01,4:44 AM,72ʡF,68ʡF,87ʡ%,W,12ʡmph,0ʡmph,28.63ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-01,4:52 AM,72ʡF,68ʡF,87ʡ%,W,14ʡmph,0ʡmph,28.63ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-01,5:04 AM,71ʡF,68ʡF,90ʡ%,W,13ʡmph,0ʡmph,28.63ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-01,5:52 AM,71ʡF,68ʡF,90ʡ%,W,12ʡmph,0ʡmph,28.64ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-01,6:44 AM,72ʡF,67ʡF,84ʡ%,W,10ʡmph,0ʡmph,28.66ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-01,6:52 AM,72ʡF,67ʡF,84ʡ%,W,9ʡmph,0ʡmph,28.66ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-01,7:52 AM,72ʡF,67ʡF,84ʡ%,W,10ʡmph,0ʡmph,28.69ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-01,8:52 AM,73ʡF,67ʡF,81ʡ%,W,12ʡmph,22ʡmph,28.69ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-01,9:52 AM,75ʡF,68ʡF,79ʡ%,W,14ʡmph,22ʡmph,28.69ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-01,10:52 AM,78ʡF,68ʡF,71ʡ%,WNW,18ʡmph,0ʡmph,28.70ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-01,11:52 AM,81ʡF,68ʡF,65ʡ%,WNW,15ʡmph,25ʡmph,28.71ʡin,0.0ʡin,Fair
ATL,2021-09-01,12:52 PM,82ʡF,66ʡF,58ʡ%,NW,17ʡmph,0ʡmph,28.71ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-01,1:52 PM,83ʡF,67ʡF,58ʡ%,NW,15ʡmph,0ʡmph,28.71ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-01,2:52 PM,84ʡF,67ʡF,56ʡ%,NW,15ʡmph,22ʡmph,28.71ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-01,3:52 PM,86ʡF,68ʡF,55ʡ%,NNW,13ʡmph,20ʡmph,28.70ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-01,4:52 PM,85ʡF,67ʡF,55ʡ%,NNW,12ʡmph,22ʡmph,28.69ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-01,5:52 PM,83ʡF,67ʡF,58ʡ%,WNW,10ʡmph,0ʡmph,28.69ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-01,6:52 PM,84ʡF,67ʡF,56ʡ%,NNW,8ʡmph,0ʡmph,28.69ʡin,0.0ʡin,Fair
ATL,2021-09-01,7:52 PM,82ʡF,67ʡF,60ʡ%,NW,7ʡmph,0ʡmph,28.70ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-01,8:52 PM,79ʡF,68ʡF,69ʡ%,NW,6ʡmph,0ʡmph,28.72ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-01,9:52 PM,78ʡF,68ʡF,71ʡ%,NW,6ʡmph,0ʡmph,28.75ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-01,10:52 PM,77ʡF,68ʡF,74ʡ%,NNW,8ʡmph,0ʡmph,28.75ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-01,11:52 PM,76ʡF,67ʡF,74ʡ%,NNW,8ʡmph,0ʡmph,28.76ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-02,12:52 AM,73ʡF,67ʡF,81ʡ%,WNW,7ʡmph,0ʡmph,28.77ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-02,1:52 AM,72ʡF,68ʡF,87ʡ%,WNW,6ʡmph,0ʡmph,28.77ʡin,0.0ʡin,Fair
ATL,2021-09-02,2:52 AM,72ʡF,67ʡF,84ʡ%,NW,8ʡmph,0ʡmph,28.76ʡin,0.0ʡin,Fair
ATL,2021-09-02,3:52 AM,71ʡF,67ʡF,87ʡ%,NNW,9ʡmph,0ʡmph,28.76ʡin,0.0ʡin,Fair
ATL,2021-09-02,4:52 AM,70ʡF,66ʡF,87ʡ%,NNW,9ʡmph,0ʡmph,28.77ʡin,0.0ʡin,Fair
ATL,2021-09-02,5:52 AM,70ʡF,66ʡF,87ʡ%,N,8ʡmph,0ʡmph,28.78ʡin,0.0ʡin,Fair
ATL,2021-09-02,6:52 AM,70ʡF,65ʡF,84ʡ%,N,9ʡmph,0ʡmph,28.80ʡin,0.0ʡin,Fair
ATL,2021-09-02,7:52 AM,71ʡF,64ʡF,78ʡ%,NNE,6ʡmph,0ʡmph,28.83ʡin,0.0ʡin,Fair
ATL,2021-09-02,8:52 AM,75ʡF,64ʡF,69ʡ%,ENE,8ʡmph,0ʡmph,28.84ʡin,0.0ʡin,Fair
ATL,2021-09-02,9:52 AM,77ʡF,65ʡF,66ʡ%,E,13ʡmph,0ʡmph,28.86ʡin,0.0ʡin,Fair
ATL,2021-09-02,10:52 AM,79ʡF,64ʡF,60ʡ%,E,12ʡmph,0ʡmph,28.87ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-02,11:52 AM,79ʡF,63ʡF,58ʡ%,ENE,5ʡmph,16ʡmph,28.87ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-02,12:52 PM,81ʡF,64ʡF,56ʡ%,E,7ʡmph,0ʡmph,28.87ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-02,1:52 PM,82ʡF,64ʡF,54ʡ%,E,7ʡmph,0ʡmph,28.87ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-02,2:52 PM,82ʡF,63ʡF,52ʡ%,ESE,7ʡmph,0ʡmph,28.85ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-02,3:52 PM,85ʡF,64ʡF,49ʡ%,SSE,6ʡmph,0ʡmph,28.84ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-02,4:52 PM,83ʡF,62ʡF,49ʡ%,ENE,6ʡmph,0ʡmph,28.84ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-02,5:52 PM,86ʡF,63ʡF,46ʡ%,NE,3ʡmph,0ʡmph,28.84ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-02,6:52 PM,83ʡF,63ʡF,51ʡ%,CALM,0ʡmph,0ʡmph,28.84ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-02,7:52 PM,81ʡF,63ʡF,54ʡ%,ESE,6ʡmph,0ʡmph,28.85ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-02,8:52 PM,80ʡF,64ʡF,58ʡ%,CALM,0ʡmph,0ʡmph,28.87ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-02,9:52 PM,80ʡF,65ʡF,60ʡ%,NNE,9ʡmph,0ʡmph,28.90ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-02,10:52 PM,78ʡF,64ʡF,62ʡ%,NE,7ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Fair
ATL,2021-09-02,11:52 PM,76ʡF,65ʡF,69ʡ%,CALM,0ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Fair
ATL,2021-09-03,12:52 AM,75ʡF,65ʡF,71ʡ%,E,5ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-03,1:52 AM,74ʡF,64ʡF,71ʡ%,E,5ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-03,2:52 AM,72ʡF,64ʡF,76ʡ%,E,7ʡmph,0ʡmph,28.93ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-03,3:52 AM,70ʡF,63ʡF,78ʡ%,E,6ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Fair
ATL,2021-09-03,4:52 AM,69ʡF,63ʡF,81ʡ%,E,6ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Fair
ATL,2021-09-03,5:52 AM,67ʡF,62ʡF,84ʡ%,E,8ʡmph,0ʡmph,28.93ʡin,0.0ʡin,Fair
ATL,2021-09-03,6:52 AM,67ʡF,62ʡF,84ʡ%,E,9ʡmph,0ʡmph,28.96ʡin,0.0ʡin,Fair
ATL,2021-09-03,7:52 AM,67ʡF,61ʡF,81ʡ%,E,7ʡmph,0ʡmph,28.98ʡin,0.0ʡin,Fair
ATL,2021-09-03,8:52 AM,70ʡF,59ʡF,68ʡ%,E,10ʡmph,0ʡmph,29.00ʡin,0.0ʡin,Fair
ATL,2021-09-03,9:52 AM,73ʡF,58ʡF,59ʡ%,E,9ʡmph,0ʡmph,29.01ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-03,10:52 AM,75ʡF,55ʡF,50ʡ%,E,12ʡmph,0ʡmph,29.02ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-03,11:52 AM,78ʡF,53ʡF,42ʡ%,E,12ʡmph,0ʡmph,29.02ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-03,12:52 PM,79ʡF,54ʡF,42ʡ%,E,10ʡmph,17ʡmph,29.02ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-03,1:52 PM,79ʡF,53ʡF,40ʡ%,E,9ʡmph,20ʡmph,29.00ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-03,2:52 PM,80ʡF,55ʡF,42ʡ%,SE,6ʡmph,0ʡmph,28.99ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-03,3:52 PM,80ʡF,52ʡF,38ʡ%,ENE,9ʡmph,0ʡmph,28.98ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-03,4:52 PM,81ʡF,54ʡF,39ʡ%,E,9ʡmph,0ʡmph,28.97ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-03,5:52 PM,80ʡF,53ʡF,39ʡ%,VAR,7ʡmph,0ʡmph,28.96ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-03,6:52 PM,79ʡF,54ʡF,42ʡ%,E,7ʡmph,0ʡmph,28.95ʡin,0.0ʡin,Fair
ATL,2021-09-03,7:52 PM,76ʡF,53ʡF,45ʡ%,ESE,5ʡmph,0ʡmph,28.94ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-03,8:52 PM,73ʡF,56ʡF,55ʡ%,SSE,3ʡmph,0ʡmph,28.95ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-03,9:52 PM,71ʡF,58ʡF,63ʡ%,SE,3ʡmph,0ʡmph,28.97ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-03,10:52 PM,70ʡF,59ʡF,68ʡ%,SE,3ʡmph,0ʡmph,28.98ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-03,11:52 PM,69ʡF,57ʡF,65ʡ%,CALM,0ʡmph,0ʡmph,28.98ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-04,12:52 AM,69ʡF,57ʡF,65ʡ%,ESE,3ʡmph,0ʡmph,28.97ʡin,0.0ʡin,Mostly Cloudy
ATL,2021-09-04,1:52 AM,68ʡF,57ʡF,68ʡ%,CALM,0ʡmph,0ʡmph,28.98ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-04,2:52 AM,67ʡF,57ʡF,70ʡ%,CALM,0ʡmph,0ʡmph,28.96ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-04,3:52 AM,66ʡF,57ʡF,73ʡ%,ESE,3ʡmph,0ʡmph,28.96ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-04,4:52 AM,65ʡF,57ʡF,75ʡ%,CALM,0ʡmph,0ʡmph,28.95ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-04,5:52 AM,65ʡF,57ʡF,75ʡ%,E,3ʡmph,0ʡmph,28.96ʡin,0.0ʡin,Fair
ATL,2021-09-04,6:52 AM,64ʡF,57ʡF,78ʡ%,CALM,0ʡmph,0ʡmph,28.97ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-04,7:52 AM,64ʡF,58ʡF,80ʡ%,CALM,0ʡmph,0ʡmph,28.99ʡin,0.0ʡin,Partly Cloudy
ATL,2021-09-04,8:52 AM,70ʡF,60ʡF,71ʡ%,CALM,0ʡmph,0ʡmph,29.00ʡin,0.0ʡin,Fair
ATL,2021-09-04,9:52 AM,73ʡF,57ʡF,57ʡ%,CALM,0ʡmph,0ʡmph,29.01ʡin,0.0ʡin,Fair
ATL,2021-09-04,10:52 AM,76ʡF,56ʡF,50ʡ%,ESE,5ʡmph,0ʡmph,29.01ʡin,0.0ʡin,Fair
ATL,2021-09-04,11:52 AM,79ʡF,57ʡF,47ʡ%,ESE,5ʡmph,0ʡmph,29.00ʡin,0.0ʡin,Fair
