ATL,2020-01-01,1:52 AM,40ʡF,29ʡF,65ʡ%,W,9ʡmph,0ʡmph,28.93ʡin,0.0ʡin,Fair
ATL,2020-01-01,2:52 AM,41ʡF,28ʡF,60ʡ%,WNW,12ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Fair
ATL,2020-01-01,3:52 AM,40ʡF,28ʡF,63ʡ%,WNW,12ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Partly Cloudy
ATL,2020-01-01,4:52 AM,39ʡF,27ʡF,62ʡ%,WNW,9ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Partly Cloudy
ATL,2020-01-01,5:52 AM,39ʡF,26ʡF,60ʡ%,W,8ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,6:52 AM,39ʡF,26ʡF,60ʡ%,WNW,9ʡmph,0ʡmph,28.94ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,7:52 AM,37ʡF,26ʡF,65ʡ%,W,7ʡmph,0ʡmph,28.96ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,8:52 AM,36ʡF,25ʡF,64ʡ%,W,5ʡmph,0ʡmph,28.97ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,9:52 AM,39ʡF,27ʡF,62ʡ%,W,7ʡmph,0ʡmph,28.99ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,10:52 AM,42ʡF,26ʡF,53ʡ%,WNW,9ʡmph,0ʡmph,28.99ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,11:52 AM,47ʡF,28ʡF,48ʡ%,NW,8ʡmph,0ʡmph,29.00ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,12:52 PM,50ʡF,24ʡF,36ʡ%,NNW,13ʡmph,0ʡmph,28.98ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,1:52 PM,52ʡF,24ʡF,34ʡ%,WNW,8ʡmph,0ʡmph,28.94ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,2:52 PM,53ʡF,22ʡF,30ʡ%,W,8ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,3:52 PM,55ʡF,21ʡF,27ʡ%,VAR,7ʡmph,0ʡmph,28.90ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,4:52 PM,55ʡF,22ʡF,28ʡ%,SW,7ʡmph,0ʡmph,28.91ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,5:52 PM,53ʡF,23ʡF,31ʡ%,SSW,7ʡmph,0ʡmph,28.90ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,6:52 PM,51ʡF,25ʡF,36ʡ%,SW,6ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,7:52 PM,49ʡF,26ʡF,41ʡ%,SSW,6ʡmph,0ʡmph,28.91ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,8:52 PM,49ʡF,26ʡF,41ʡ%,SW,6ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,9:52 PM,48ʡF,26ʡF,42ʡ%,SW,5ʡmph,0ʡmph,28.94ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,10:52 PM,47ʡF,28ʡF,48ʡ%,SW,3ʡmph,0ʡmph,28.93ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,11:52 PM,47ʡF,27ʡF,46ʡ%,SSW,3ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Mostly Cloudy
ATL,2020-01-01,12:52 AM,47ʡF,27ʡF,46ʡ%,CALM,0ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Cloudy
ATL,2020-01-02,1:52 AM,46ʡF,28ʡF,50ʡ%,CALM,0ʡmph,0ʡmph,28.90ʡin,0.0ʡin,Cloudy
ATL,2020-01-02,2:52 AM,47ʡF,29ʡF,50ʡ%,SSW,3ʡmph,0ʡmph,28.90ʡin,0.0ʡin,Cloudy
ATL,2020-01-02,3:52 AM,47ʡF,29ʡF,50ʡ%,CALM,0ʡmph,0ʡmph,28.91ʡin,0.0ʡin,Cloudy
ATL,2020-01-02,4:52 AM,48ʡF,30ʡF,50ʡ%,CALM,0ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Cloudy
ATL,2020-01-02,5:52 AM,47ʡF,32ʡF,56ʡ%,CALM,0ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Light Rain
ATL,2020-01-02,6:52 AM,46ʡF,35ʡF,66ʡ%,CALM,0ʡmph,0ʡmph,28.91ʡin,0.0ʡin,Light Rain
ATL,2020-01-02,7:52 AM,46ʡF,36ʡF,68ʡ%,SSE,3ʡmph,0ʡmph,28.90ʡin,0.0ʡin,Light Rain
ATL,2020-01-02,8:52 AM,46ʡF,37ʡF,71ʡ%,S,6ʡmph,0ʡmph,28.92ʡin,0.0ʡin,Light Rain
