Load earlier flights,,,,,,,Falfurrias Brooks County Airport(QTK/KBKS)
Loading...,,,,,,,Falfurrias Brooks County Airport(QTK/KBKS)
"Sorry, we don't have any information about flights for this airport",,,,,,,Falfurrias Brooks County Airport(QTK/KBKS)
Scheduled  15:54 EJA467 Houston(HOU) E55PNetJets -,,,,,,,Falfurrias Brooks County Airport(QTK/KBKS)
Scheduled  15:54 EJA467 Houston(HOU) E55PNetJets -,,,,,,,Falfurrias Brooks County Airport(QTK/KBKS)
Scheduled  15:54 EJA467 Houston(HOU) E55PNetJets -,,,,,,,Falfurrias Brooks County Airport(QTK/KBKS)
Scheduled  15:54 EJA467 Houston(HOU) E55PNetJets -,,,,,,,Falfurrias Brooks County Airport(QTK/KBKS)
Scheduled  15:54 EJA467 Houston(HOU) E55PNetJets -,,,,,,,Falfurrias Brooks County Airport(QTK/KBKS)
Scheduled  15:54 EJA467 Houston(HOU) E55PNetJets -,,,,,,,Falfurrias Brooks County Airport(QTK/KBKS)
"Wednesday, Mar 13",,,,,,,Falfurrias Brooks County Airport(QTK/KBKS)
15:54,EJA467,Houston (HOU)-,NetJets -,E55P (),,Scheduled,Falfurrias Brooks County Airport(QTK/KBKS),"Wednesday, Mar 13 2024"
15:54,EJA467,Houston (HOU)-,NetJets -,E55P (),,Scheduled,Falfurrias Brooks County Airport(QTK/KBKS),"Wednesday, Mar 13 2024"
15:54,EJA467,Houston (HOU)-,NetJets -,E55P (),,Scheduled,Falfurrias Brooks County Airport(QTK/KBKS),"Wednesday, Mar 13 2024"
15:54,EJA467,Houston (HOU)-,NetJets -,E55P (),,Scheduled,Falfurrias Brooks County Airport(QTK/KBKS),"Wednesday, Mar 13 2024"
15:54,EJA467,Houston (HOU)-,NetJets -,E55P (),,Scheduled,Falfurrias Brooks County Airport(QTK/KBKS),"Wednesday, Mar 13 2024"
15:54,EJA467,Houston (HOU)-,NetJets -,E55P (),,Scheduled,Falfurrias Brooks County Airport(QTK/KBKS),"Wednesday, Mar 13 2024"
Load later flights,,,,,,,Falfurrias Brooks County Airport(QTK/KBKS),"Wednesday, Mar 13 2024"
* All times are in local timezone,,,,,,,Falfurrias Brooks County Airport(QTK/KBKS),"Wednesday, Mar 13 2024"
