17:18,KGA705,Bethel (BET)-,Xinjiang Skylink General Aviation -,PA2 (),,Scheduled,Akiak Airport(AKI/PFAK),,nan
"Thursday, Mar 14",,,,,,,Akiak Airport(AKI/PFAK),nan,"Thursday, Mar 14 2024"
09:45,K2704,Bethel (BET)-,-,PA2 (),,Scheduled,Akiak Airport(AKI/PFAK),,nan
"Wednesday, Mar 13",,,,,,,Akiak Airport(AKI/PFAK),nan,"Wednesday, Mar 13 2024"
09:48,KGA704,Bethel (BET)-,Xinjiang Skylink General Aviation -,PA2 (),,Scheduled,Akiak Airport(AKI/PFAK),,nan
17:18,KGA705,Bethel (BET)-,Xinjiang Skylink General Aviation -,PA2 (),,Scheduled,Akiak Airport(AKI/PFAK),,nan
"Thursday, Mar 14",,,,,,,Akiak Airport(AKI/PFAK),nan,"Thursday, Mar 14 2024"
09:45,K2704,Bethel (BET)-,-,PA2 (),,Scheduled,Akiak Airport(AKI/PFAK),,nan
"Wednesday, Mar 13",,,,,,,Akiak Airport(AKI/PFAK),nan,"Wednesday, Mar 13 2024"
09:48,KGA704,Bethel (BET)-,Xinjiang Skylink General Aviation -,PA2 (),,Scheduled,Akiak Airport(AKI/PFAK),,nan
17:18,KGA705,Bethel (BET)-,Xinjiang Skylink General Aviation -,PA2 (),,Scheduled,Akiak Airport(AKI/PFAK),,nan
"Thursday, Mar 14",,,,,,,Akiak Airport(AKI/PFAK),nan,"Thursday, Mar 14 2024"
09:45,K2704,Bethel (BET)-,-,PA2 (),,Scheduled,Akiak Airport(AKI/PFAK),,nan
Load later flights,,,,,,,Akiak Airport(AKI/PFAK),,nan
* All times are in local timezone,,,,,,,Akiak Airport(AKI/PFAK),,nan
