Load earlier flights,,,,,,,Abilene Regional Airport(ABI/KABI),
Loading...,,,,,,,Abilene Regional Airport(ABI/KABI),
"Sorry, we don't have any information about flights for this airport",,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 16:27 16:17  Phoenix(AZA) BE20N24HD -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 16:24 16:23  Boise(BOI) BE20N61PC -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 17:35 17:45 AA3405 Dallas(DFW) E170N790MKAmerican Eagle -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 20:32 19:53 AA3705 Dallas(DFW) E75LN258NNAmerican Eagle -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 21:47 21:54 AA3795 Dallas(DFW) E75LN223NNAmerican Eagle -,,,,,,,Abilene Regional Airport(ABI/KABI),
Unknown  06:50 BVN8285 Lubbock(LBB) C28Baron Aviation Services -,,,,,,,Abilene Regional Airport(ABI/KABI),
Unknown  07:26 MRA662 Dallas(DFW) C28Martinaire -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 07:57 07:56 BVN8793 Lubbock(LBB) C208N961FEFedEx Feeder -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 08:03 08:02 MRA666 Dallas(DFW) C208N1119VMartinaire -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 07:53 08:04 BVN8200 Lubbock(LBB) C208N804FEFedEx Feeder -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 08:10 08:07 BVN8829 Lubbock(LBB) C208N870FEFedEx Feeder -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 08:08 08:24 BVN8811 Lubbock(LBB) C208N970FEFedEx Feeder -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 08:32 08:30 HOB6 Oklahoma City(OKC) LJ75N472HL -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 09:45 09:46  Georgetown(QTG) M20PN5801N -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 10:11 09:57 AA3407 Dallas(DFW) E170N746CCAmerican Eagle -,,,,,,,Abilene Regional Airport(ABI/KABI),
Canceled  13:00 AA9901 Dallas(DFW) -N444MQAmerican Airlines -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 14:06 14:14 AA3406 Dallas(DFW) E75LN256NNAmerican Eagle -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 17:37 17:45 AA3405 Dallas(DFW) E170N872RWAmerican Eagle -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 20:41 20:48  Las Cruces(LRU) C414N4228C -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 21:46 21:54 AA3795 Dallas(DFW) E75LN268NNAmerican Eagle -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 16:27 16:17  Phoenix(AZA) BE20N24HD -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 16:24 16:23  Boise(BOI) BE20N61PC -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 17:35 17:45 AA3405 Dallas(DFW) E170N790MKAmerican Eagle -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 20:32 19:53 AA3705 Dallas(DFW) E75LN258NNAmerican Eagle -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 21:47 21:54 AA3795 Dallas(DFW) E75LN223NNAmerican Eagle -,,,,,,,Abilene Regional Airport(ABI/KABI),
Unknown  06:50 BVN8285 Lubbock(LBB) C28Baron Aviation Services -,,,,,,,Abilene Regional Airport(ABI/KABI),
Unknown  07:26 MRA662 Dallas(DFW) C28Martinaire -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 07:57 07:56 BVN8793 Lubbock(LBB) C208N961FEFedEx Feeder -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 08:03 08:02 MRA666 Dallas(DFW) C208N1119VMartinaire -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 07:53 08:04 BVN8200 Lubbock(LBB) C208N804FEFedEx Feeder -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 08:10 08:07 BVN8829 Lubbock(LBB) C208N870FEFedEx Feeder -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 08:08 08:24 BVN8811 Lubbock(LBB) C208N970FEFedEx Feeder -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 08:32 08:30 HOB6 Oklahoma City(OKC) LJ75N472HL -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 09:45 09:46  Georgetown(QTG) M20PN5801N -,,,,,,,Abilene Regional Airport(ABI/KABI),
Landed 10:11 09:57 AA3407 Dallas(DFW) E170N746CCAmerican Eagle -,,,,,,,Abilene Regional Airport(ABI/KABI),
