Name
Adrian Lenawee County Airport(ADG/KADG)
Alamosa San Luis Valley Regional Airport(ALS/KALS)
Alexandria International Airport(AEX/KAEX)
Akiak Airport(AKI/PFAK)
Alamogordo White Sands Regional Airport(ALM/KALM)
Alice International Airport(ALI/KALI)
Aberdeen Regional Airport(ABR/KABR)
Akron Canton Airport(CAK/KCAK)
Adak Airport(ADK/PADK)
Ada Municipal Airport(ADT/KADH)
Alpena County Regional Airport(APN/KAPN)
Alexandria Municipal Airport(AXN/KAXN)
Afton Municipal Airport(AFO/KAFO)
Abingdon Virginia Highlands Airport(VJI/KVJI)
Allakaket Airport(AET/PFAL)
Allentown Lehigh Valley International Airport(ABE/KABE)
Aiken Municipal Airport(AIK/KAIK)
Alexander City Thomas C Russell Field(ALX/KALX)
Albuquerque International Airport(ABQ/KABQ)
Albany International Airport(ALB/KALB)
Alakanuk Airport(AUK/PAUK)
Abilene Regional Airport(ABI/KABI)
Alliance Municipal Airport(AIA/KAIA)
Albany Southwest Georgia Regional Airport(ABY/KABY)
Akron Fulton International Airport(AKC/KAKR)
