Load earlier flights,,,,,,,Abingdon Virginia Highlands Airport(VJI/KVJI)
Loading...,,,,,,,Abingdon Virginia Highlands Airport(VJI/KVJI)
"Sorry, we don't have any information about flights for this airport",,,,,,,Abingdon Virginia Highlands Airport(VJI/KVJI)
Landed 11:32 11:06  Raleigh-Durham(RDU) BE58N210DA -,,,,,,,Abingdon Virginia Highlands Airport(VJI/KVJI)
Landed 17:38 16:26  Chattanooga(CHA) C56XN226SW -,,,,,,,Abingdon Virginia Highlands Airport(VJI/KVJI)
Landed 11:32 11:06  Raleigh-Durham(RDU) BE58N210DA -,,,,,,,Abingdon Virginia Highlands Airport(VJI/KVJI)
Landed 17:38 16:26  Chattanooga(CHA) C56XN226SW -,,,,,,,Abingdon Virginia Highlands Airport(VJI/KVJI)
Landed 11:32 11:06  Raleigh-Durham(RDU) BE58N210DA -,,,,,,,Abingdon Virginia Highlands Airport(VJI/KVJI)
Landed 17:38 16:26  Chattanooga(CHA) C56XN226SW -,,,,,,,Abingdon Virginia Highlands Airport(VJI/KVJI)
Landed 11:32 11:06  Raleigh-Durham(RDU) BE58N210DA -,,,,,,,Abingdon Virginia Highlands Airport(VJI/KVJI)
Landed 17:38 16:26  Chattanooga(CHA) C56XN226SW -,,,,,,,Abingdon Virginia Highlands Airport(VJI/KVJI)
Landed 11:32 11:06  Raleigh-Durham(RDU) BE58N210DA -,,,,,,,Abingdon Virginia Highlands Airport(VJI/KVJI)
Landed 17:38 16:26  Chattanooga(CHA) C56XN226SW -,,,,,,,Abingdon Virginia Highlands Airport(VJI/KVJI)
"Monday, Mar 11",,,,,,,Abingdon Virginia Highlands Airport(VJI/KVJI)
11:06,,Raleigh-Durham (RDU)-,-,BE58 (N210DA),,Landed 11:32,Abingdon Virginia Highlands Airport(VJI/KVJI)
16:26,,Chattanooga (CHA)-,-,C56X (N226SW),,Landed 17:38,Abingdon Virginia Highlands Airport(VJI/KVJI)
11:06,,Raleigh-Durham (RDU)-,-,BE58 (N210DA),,Landed 11:32,Abingdon Virginia Highlands Airport(VJI/KVJI)
16:26,,Chattanooga (CHA)-,-,C56X (N226SW),,Landed 17:38,Abingdon Virginia Highlands Airport(VJI/KVJI)
11:06,,Raleigh-Durham (RDU)-,-,BE58 (N210DA),,Landed 11:32,Abingdon Virginia Highlands Airport(VJI/KVJI)
16:26,,Chattanooga (CHA)-,-,C56X (N226SW),,Landed 17:38,Abingdon Virginia Highlands Airport(VJI/KVJI)
11:06,,Raleigh-Durham (RDU)-,-,BE58 (N210DA),,Landed 11:32,Abingdon Virginia Highlands Airport(VJI/KVJI)
16:26,,Chattanooga (CHA)-,-,C56X (N226SW),,Landed 17:38,Abingdon Virginia Highlands Airport(VJI/KVJI)
11:06,,Raleigh-Durham (RDU)-,-,BE58 (N210DA),,Landed 11:32,Abingdon Virginia Highlands Airport(VJI/KVJI)
16:26,,Chattanooga (CHA)-,-,C56X (N226SW),,Landed 17:38,Abingdon Virginia Highlands Airport(VJI/KVJI)
Load later flights,,,,,,,Abingdon Virginia Highlands Airport(VJI/KVJI)
* All times are in local timezone,,,,,,,Abingdon Virginia Highlands Airport(VJI/KVJI)
