Load earlier flights,,,,,,,Alpena County Regional Airport(APN/KAPN)
Loading...,,,,,,,Alpena County Regional Airport(APN/KAPN)
"Sorry, we don't have any information about flights for this airport",,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:57 17:55 DL4274 Detroit(DTW) CRJ7N712EVDelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 19:01 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  09:04 09:30 IRO871 Grand Rapids(GRR) C208N871FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:56 17:55 DL4274 Detroit(DTW) CRJ7N703SKAmerican Eagle -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:54 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:57 17:55 DL4274 Detroit(DTW) CRJ7N712EVDelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 19:01 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  09:04 09:30 IRO871 Grand Rapids(GRR) C208N871FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:56 17:55 DL4274 Detroit(DTW) CRJ7N703SKAmerican Eagle -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:54 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:57 17:55 DL4274 Detroit(DTW) CRJ7N712EVDelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 19:01 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  09:04 09:30 IRO871 Grand Rapids(GRR) C208N871FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:56 17:55 DL4274 Detroit(DTW) CRJ7N703SKAmerican Eagle -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:54 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:57 17:55 DL4274 Detroit(DTW) CRJ7N712EVDelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 19:01 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  09:04 09:30 IRO871 Grand Rapids(GRR) C208N871FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:56 17:55 DL4274 Detroit(DTW) CRJ7N703SKAmerican Eagle -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:54 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:57 17:55 DL4274 Detroit(DTW) CRJ7N712EVDelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 19:01 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  09:04 09:30 IRO871 Grand Rapids(GRR) C208N871FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:56 17:55 DL4274 Detroit(DTW) CRJ7N703SKAmerican Eagle -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:54 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  09:40 09:30 IRO871 Grand Rapids(GRR) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  10:18 10:18 DL4252 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  17:55 17:55 DL4274 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  19:12 19:12 IRO7552 Flint(FNT) C28CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Scheduled  10:18 DL4252 Detroit(DTW) CRJ7N604SKSkyWest Airlines -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  09:40 09:30 IRO871 Grand Rapids(GRR) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  10:18 10:18 DL4252 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  17:55 17:55 DL4274 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  19:12 19:12 IRO7552 Flint(FNT) C28CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Scheduled  10:18 DL4252 Detroit(DTW) CRJ7N604SKSkyWest Airlines -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  09:40 09:30 IRO871 Grand Rapids(GRR) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  10:18 10:18 DL4252 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  17:55 17:55 DL4274 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  19:12 19:12 IRO7552 Flint(FNT) C28CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Scheduled  10:18 DL4252 Detroit(DTW) CRJ7N604SKSkyWest Airlines -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  09:40 09:30 IRO871 Grand Rapids(GRR) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  10:18 10:18 DL4252 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  17:55 17:55 DL4274 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  19:12 19:12 IRO7552 Flint(FNT) C28CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Scheduled  10:18 DL4252 Detroit(DTW) CRJ7N604SKSkyWest Airlines -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  09:40 09:30 IRO871 Grand Rapids(GRR) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  10:18 10:18 DL4252 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  17:55 17:55 DL4274 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  19:12 19:12 IRO7552 Flint(FNT) C28CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Scheduled  10:18 DL4252 Detroit(DTW) CRJ7N604SKSkyWest Airlines -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  09:40 09:30 IRO871 Grand Rapids(GRR) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  10:18 10:18 DL4252 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  17:55 17:55 DL4274 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  19:12 19:12 IRO7552 Flint(FNT) C28CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Scheduled  10:18 DL4252 Detroit(DTW) CRJ7N604SKSkyWest Airlines -,,,,,,,Alpena County Regional Airport(APN/KAPN)
"Tuesday, Mar 12",,,,,,,Alpena County Regional Airport(APN/KAPN)
17:55,DL4274,Detroit (DTW)-,Delta Connection -,CRJ7 (N712EV),,Departed 17:57,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 19:01,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Alpena County Regional Airport(APN/KAPN)
09:30,IRO871,Grand Rapids (GRR)-,FedEx Feeder -,C208 (N871FE),,Estimated dep.  09:04,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
17:55,DL4274,Detroit (DTW)-,American Eagle -,CRJ7 (N703SK),,Departed 17:56,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 18:54,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
"Tuesday, Mar 12",,,,,,,Alpena County Regional Airport(APN/KAPN)
17:55,DL4274,Detroit (DTW)-,Delta Connection -,CRJ7 (N712EV),,Departed 17:57,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 19:01,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Alpena County Regional Airport(APN/KAPN)
09:30,IRO871,Grand Rapids (GRR)-,FedEx Feeder -,C208 (N871FE),,Estimated dep.  09:04,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
17:55,DL4274,Detroit (DTW)-,American Eagle -,CRJ7 (N703SK),,Departed 17:56,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 18:54,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
"Tuesday, Mar 12",,,,,,,Alpena County Regional Airport(APN/KAPN)
17:55,DL4274,Detroit (DTW)-,Delta Connection -,CRJ7 (N712EV),,Departed 17:57,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 19:01,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Alpena County Regional Airport(APN/KAPN)
09:30,IRO871,Grand Rapids (GRR)-,FedEx Feeder -,C208 (N871FE),,Estimated dep.  09:04,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
17:55,DL4274,Detroit (DTW)-,American Eagle -,CRJ7 (N703SK),,Departed 17:56,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 18:54,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
"Tuesday, Mar 12",,,,,,,Alpena County Regional Airport(APN/KAPN)
17:55,DL4274,Detroit (DTW)-,Delta Connection -,CRJ7 (N712EV),,Departed 17:57,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 19:01,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Alpena County Regional Airport(APN/KAPN)
09:30,IRO871,Grand Rapids (GRR)-,FedEx Feeder -,C208 (N871FE),,Estimated dep.  09:04,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
17:55,DL4274,Detroit (DTW)-,American Eagle -,CRJ7 (N703SK),,Departed 17:56,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 18:54,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
"Tuesday, Mar 12",,,,,,,Alpena County Regional Airport(APN/KAPN)
17:55,DL4274,Detroit (DTW)-,Delta Connection -,CRJ7 (N712EV),,Departed 17:57,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 19:01,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Alpena County Regional Airport(APN/KAPN)
09:30,IRO871,Grand Rapids (GRR)-,FedEx Feeder -,C208 (N871FE),,Estimated dep.  09:04,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
17:55,DL4274,Detroit (DTW)-,American Eagle -,CRJ7 (N703SK),,Departed 17:56,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 18:54,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Alpena County Regional Airport(APN/KAPN)
09:30,IRO871,Grand Rapids (GRR)-,CSA Air -,C208 (),,Estimated dep.  09:40,Alpena County Regional Airport(APN/KAPN),"Thursday, Mar 14 2024"
10:18,DL4252,Detroit (DTW)-,Delta Connection -,CRJ7 (N641CA),,Estimated dep.  10:18,Alpena County Regional Airport(APN/KAPN),"Thursday, Mar 14 2024"
17:55,DL4274,Detroit (DTW)-,Delta Connection -,CRJ7 (N641CA),,Estimated dep.  17:55,Alpena County Regional Airport(APN/KAPN),"Thursday, Mar 14 2024"
19:12,IRO7552,Flint (FNT)-,CSA Air -,C28 (),,Estimated dep.  19:12,Alpena County Regional Airport(APN/KAPN),"Thursday, Mar 14 2024"
"Friday, Mar 15",,,,,,,Alpena County Regional Airport(APN/KAPN)
10:18,DL4252,Detroit (DTW)-,SkyWest Airlines -,CRJ7 (N604SK),,Scheduled,Alpena County Regional Airport(APN/KAPN),"Friday, Mar 15 2024"
"Thursday, Mar 14",,,,,,,Alpena County Regional Airport(APN/KAPN)
09:30,IRO871,Grand Rapids (GRR)-,CSA Air -,C208 (),,Estimated dep.  09:40,Alpena County Regional Airport(APN/KAPN),"Thursday, Mar 14 2024"
10:18,DL4252,Detroit (DTW)-,Delta Connection -,CRJ7 (N641CA),,Estimated dep.  10:18,Alpena County Regional Airport(APN/KAPN),"Thursday, Mar 14 2024"
17:55,DL4274,Detroit (DTW)-,Delta Connection -,CRJ7 (N641CA),,Estimated dep.  17:55,Alpena County Regional Airport(APN/KAPN),"Thursday, Mar 14 2024"
19:12,IRO7552,Flint (FNT)-,CSA Air -,C28 (),,Estimated dep.  19:12,Alpena County Regional Airport(APN/KAPN),"Thursday, Mar 14 2024"
"Friday, Mar 15",,,,,,,Alpena County Regional Airport(APN/KAPN)
10:18,DL4252,Detroit (DTW)-,SkyWest Airlines -,CRJ7 (N604SK),,Scheduled,Alpena County Regional Airport(APN/KAPN),"Friday, Mar 15 2024"
"Thursday, Mar 14",,,,,,,Alpena County Regional Airport(APN/KAPN)
09:30,IRO871,Grand Rapids (GRR)-,CSA Air -,C208 (),,Estimated dep.  09:40,Alpena County Regional Airport(APN/KAPN),"Thursday, Mar 14 2024"
10:18,DL4252,Detroit (DTW)-,Delta Connection -,CRJ7 (N641CA),,Estimated dep.  10:18,Alpena County Regional Airport(APN/KAPN),"Thursday, Mar 14 2024"
17:55,DL4274,Detroit (DTW)-,Delta Connection -,CRJ7 (N641CA),,Estimated dep.  17:55,Alpena County Regional Airport(APN/KAPN),"Thursday, Mar 14 2024"
19:12,IRO7552,Flint (FNT)-,CSA Air -,C28 (),,Estimated dep.  19:12,Alpena County Regional Airport(APN/KAPN),"Thursday, Mar 14 2024"
"Friday, Mar 15",,,,,,,Alpena County Regional Airport(APN/KAPN)
10:18,DL4252,Detroit (DTW)-,SkyWest Airlines -,CRJ7 (N604SK),,Scheduled,Alpena County Regional Airport(APN/KAPN),"Friday, Mar 15 2024"
